 
****************************************
Report : cell
Design : loss
Version: I-2013.12-SP4
Date   : Tue Dec 11 15:54:52 2018
****************************************

Attributes:
    b - black box (unknown)
    h - hierarchical
    n - noncombinational
    r - removable
    u - contains unmapped logic

Cell                      Reference       Library             Area  Attributes
--------------------------------------------------------------------------------
L1_0/abs_reg[0][0]        **FFGEN**                       0.000000  n, u
U47609                    nand_x1_sg      sg_338K         7.950000  
U47610                    inv_x1_sg       sg_338K         6.360000  
U47611                    nand_x1_sg      sg_338K         7.950000  
U47612                    inv_x1_sg       sg_338K         6.360000  
U47613                    inv_x1_sg       sg_338K         6.360000  
U47614                    nand_x1_sg      sg_338K         7.950000  
U47615                    nand_x4_sg      sg_338K         13.356000 
U47616                    inv_x1_sg       sg_338K         6.360000  
U47617                    nand_x1_sg      sg_338K         7.950000  
U47618                    nand_x2_sg      sg_338K         7.950000  
U47619                    inv_x1_sg       sg_338K         6.360000  
U47620                    inv_x1_sg       sg_338K         6.360000  
U47621                    nand_x1_sg      sg_338K         7.950000  
U47622                    inv_x1_sg       sg_338K         6.360000  
U47623                    nand_x1_sg      sg_338K         7.950000  
U47624                    inv_x1_sg       sg_338K         6.360000  
U47625                    inv_x1_sg       sg_338K         6.360000  
U47626                    inv_x2_sg       sg_338K         6.360000  
U47627                    nor_x1_sg       sg_338K         7.950000  
U47628                    inv_x1_sg       sg_338K         6.360000  
U47629                    inv_x2_sg       sg_338K         6.360000  
U47630                    nor_x1_sg       sg_338K         7.950000  
U47631                    nand_x1_sg      sg_338K         7.950000  
U47632                    inv_x2_sg       sg_338K         6.360000  
U47633                    nor_x1_sg       sg_338K         7.950000  
U47634                    nand_x1_sg      sg_338K         7.950000  
U47635                    nand_x1_sg      sg_338K         7.950000  
U47636                    inv_x2_sg       sg_338K         6.360000  
U47637                    inv_x1_sg       sg_338K         6.360000  
U47638                    nand_x1_sg      sg_338K         7.950000  
U47639                    nand_x1_sg      sg_338K         7.950000  
U47640                    nand_x1_sg      sg_338K         7.950000  
U47641                    inv_x2_sg       sg_338K         6.360000  
U47642                    nor_x1_sg       sg_338K         7.950000  
U47643                    inv_x1_sg       sg_338K         6.360000  
U47644                    inv_x1_sg       sg_338K         6.360000  
U47645                    nand_x1_sg      sg_338K         7.950000  
U47646                    inv_x1_sg       sg_338K         6.360000  
U47647                    inv_x1_sg       sg_338K         6.360000  
U47648                    inv_x1_sg       sg_338K         6.360000  
U47649                    nand_x1_sg      sg_338K         7.950000  
U47650                    nand_x2_sg      sg_338K         7.950000  
U47651                    inv_x1_sg       sg_338K         6.360000  
U47652                    inv_x1_sg       sg_338K         6.360000  
U47653                    nand_x1_sg      sg_338K         7.950000  
U47654                    inv_x1_sg       sg_338K         6.360000  
U47655                    inv_x1_sg       sg_338K         6.360000  
U47656                    nand_x1_sg      sg_338K         7.950000  
U47657                    inv_x1_sg       sg_338K         6.360000  
U47658                    nand_x1_sg      sg_338K         7.950000  
U47659                    inv_x2_sg       sg_338K         6.360000  
U47660                    nor_x1_sg       sg_338K         7.950000  
U47661                    nand_x4_sg      sg_338K         13.356000 
U47662                    nand_x1_sg      sg_338K         7.950000  
U47663                    inv_x1_sg       sg_338K         6.360000  
U47664                    inv_x1_sg       sg_338K         6.360000  
U47665                    inv_x2_sg       sg_338K         6.360000  
U47666                    nor_x1_sg       sg_338K         7.950000  
U47667                    nand_x1_sg      sg_338K         7.950000  
U47668                    inv_x1_sg       sg_338K         6.360000  
U47669                    nand_x1_sg      sg_338K         7.950000  
U47670                    nand_x1_sg      sg_338K         7.950000  
U47671                    inv_x1_sg       sg_338K         6.360000  
U47672                    nand_x1_sg      sg_338K         7.950000  
U47673                    nand_x1_sg      sg_338K         7.950000  
U47674                    inv_x1_sg       sg_338K         6.360000  
U47675                    nand_x1_sg      sg_338K         7.950000  
U47676                    inv_x1_sg       sg_338K         6.360000  
U47677                    inv_x1_sg       sg_338K         6.360000  
U47678                    nand_x1_sg      sg_338K         7.950000  
U47679                    nand_x1_sg      sg_338K         7.950000  
U47680                    inv_x1_sg       sg_338K         6.360000  
U47681                    nand_x1_sg      sg_338K         7.950000  
U47682                    inv_x1_sg       sg_338K         6.360000  
U47683                    inv_x1_sg       sg_338K         6.360000  
U47684                    nand_x1_sg      sg_338K         7.950000  
U47685                    nand_x1_sg      sg_338K         7.950000  
U47686                    inv_x1_sg       sg_338K         6.360000  
U47687                    nand_x1_sg      sg_338K         7.950000  
U47688                    nand_x1_sg      sg_338K         7.950000  
U47689                    nand_x1_sg      sg_338K         7.950000  
U47690                    nand_x1_sg      sg_338K         7.950000  
U47691                    inv_x1_sg       sg_338K         6.360000  
U47692                    inv_x1_sg       sg_338K         6.360000  
U47693                    nand_x1_sg      sg_338K         7.950000  
U47694                    nand_x1_sg      sg_338K         7.950000  
U47695                    inv_x1_sg       sg_338K         6.360000  
U47696                    inv_x1_sg       sg_338K         6.360000  
U47697                    inv_x1_sg       sg_338K         6.360000  
U47698                    inv_x1_sg       sg_338K         6.360000  
U47699                    inv_x1_sg       sg_338K         6.360000  
U47700                    inv_x2_sg       sg_338K         6.360000  
U47701                    nor_x1_sg       sg_338K         7.950000  
U47702                    inv_x1_sg       sg_338K         6.360000  
U47703                    inv_x1_sg       sg_338K         6.360000  
U47704                    inv_x2_sg       sg_338K         6.360000  
U47705                    nor_x1_sg       sg_338K         7.950000  
U47706                    nor_x1_sg       sg_338K         7.950000  
U47707                    nor_x1_sg       sg_338K         7.950000  
U47708                    nand_x1_sg      sg_338K         7.950000  
U47709                    nand_x1_sg      sg_338K         7.950000  
U47710                    inv_x1_sg       sg_338K         6.360000  
U47711                    nand_x1_sg      sg_338K         7.950000  
U47712                    nand_x1_sg      sg_338K         7.950000  
U47713                    inv_x1_sg       sg_338K         6.360000  
U47714                    inv_x1_sg       sg_338K         6.360000  
U47715                    inv_x1_sg       sg_338K         6.360000  
U47716                    inv_x1_sg       sg_338K         6.360000  
U47717                    inv_x1_sg       sg_338K         6.360000  
U47718                    nand_x1_sg      sg_338K         7.950000  
U47719                    inv_x1_sg       sg_338K         6.360000  
U47720                    inv_x1_sg       sg_338K         6.360000  
U47721                    nand_x1_sg      sg_338K         7.950000  
U47722                    nand_x1_sg      sg_338K         7.950000  
U47723                    inv_x1_sg       sg_338K         6.360000  
U47724                    nand_x1_sg      sg_338K         7.950000  
U47725                    nand_x1_sg      sg_338K         7.950000  
U47726                    inv_x1_sg       sg_338K         6.360000  
U47727                    inv_x1_sg       sg_338K         6.360000  
U47728                    inv_x1_sg       sg_338K         6.360000  
U47729                    inv_x1_sg       sg_338K         6.360000  
U47730                    nand_x1_sg      sg_338K         7.950000  
